       1
        5042
 
 2.4982E+15  4.5136E-25  -1.0  -1.0
 2.3061E+15  2.8768E-24  -1.0  -1.0
 2.1414E+15  7.0834E-24  -1.0  -1.0
 1.9986E+15  1.2341E-23  -1.0  -1.0
 1.8737E+15  1.3934E-23  -1.0  -1.0
 1.7635E+15  1.4933E-23  -1.0  -1.0
 1.6655E+15  1.7418E-23  -1.0  -1.0
 1.5778E+15  1.9793E-23  -1.0  -1.0
 1.4990E+15  1.9220E-23  -1.0  -1.0
 1.4276E+15  2.5352E-23  -1.0  -1.0
 1.3627E+15  2.7373E-23  -1.0  -1.0
 1.3034E+15  2.5316E-23  -1.0  -1.0
 1.2491E+15  2.3930E-23  -1.0  -1.0
 1.1992E+15  2.9790E-23  -1.0  -1.0
 1.1530E+15  2.8373E-23  -1.0  -1.0
 1.1103E+15  2.9179E-23  -1.0  -1.0
 1.0707E+15  3.0516E-23  -1.0  -1.0
 1.0338E+15  3.1489E-23  -1.0  -1.0
 9.9930E+14  3.3606E-23  -1.0  -1.0
 9.6706E+14  3.5264E-23  -1.0  -1.0
 9.3684E+14  3.8022E-23  -1.0  -1.0
 9.0845E+14  3.6995E-23  -1.0  -1.0
 8.6544E+14  4.5933E-23  -1.0  -1.0
 7.4667E+14  1.0780E-22  -1.0  -1.0
 7.0923E+14  1.1354E-22  -1.0  -1.0
 6.6977E+14  1.1941E-22  -1.0  -1.0
 5.5568E+14  9.8969E-23  -1.0  -1.0
 5.4626E+14  9.6656E-23  -1.0  -1.0
 5.1626E+14  9.2184E-23  -1.0  -1.0
 2.4982E+14  6.3215E-23  -1.0  -1.0
 1.8169E+14  1.0048E-22  -1.0  -1.0
 1.3627E+14  1.3531E-22  -1.0  -1.0
 7.8892E+13  1.5025E-22  -1.0  -1.0
 6.3785E+13  1.3909E-22  -1.0  -1.0
 2.4982E+13  2.7067E-22  -1.0  -1.0
 1.1992E+13  4.7751E-22  -1.0  -1.0
 4.9965E+12  1.0407E-21  -1.0  -1.0
 2.9979E+12  1.1367E-21  -1.0  -1.0
 8.5654E+11  8.9227E-23  -1.0  -1.0
 6.6620E+11  3.8331E-23  -1.0  -1.0
 3.9972E+11  5.2063E-24  -1.0  -1.0
 3.7474E+11  5.0735E-24  -1.0  -1.0
 3.5269E+11  3.5769E-24  -1.0  -1.0
 2.7254E+11  1.4720E-24  -1.0  -1.0
 2.3061E+11  1.0137E-24  -1.0  -1.0
 1.1103E+11  1.1694E-25  -1.0  -1.0
 6.6004E+12  9.6085E-22   0.0   0.0
 6.6046E+12  9.6238E-22   0.0   0.0
 6.6087E+12  9.6657E-22   0.0   0.0
 6.6128E+12  9.7289E-22   0.0   0.0
 6.6169E+12  9.7727E-22   0.0   0.0
 6.6211E+12  9.7955E-22   0.0   0.0
 6.6252E+12  9.8264E-22   0.0   0.0
 6.6294E+12  9.9558E-22   0.0   0.0
 6.6335E+12  1.0084E-21   0.0   0.0
 6.6377E+12  1.0111E-21   0.0   0.0
 6.6418E+12  1.0116E-21   0.0   0.0
 6.6460E+12  1.0111E-21   0.0   0.0
 6.6501E+12  1.0106E-21   0.0   0.0
 6.6543E+12  1.0116E-21   0.0   0.0
 6.6584E+12  1.0157E-21   0.0   0.0
 6.6626E+12  1.0355E-21   0.0   0.0
 6.6668E+12  1.0553E-21   0.0   0.0
 6.6709E+12  1.0591E-21   0.0   0.0
 6.6751E+12  1.0588E-21   0.0   0.0
 6.6793E+12  1.0522E-21   0.0   0.0
 6.6834E+12  1.0447E-21   0.0   0.0
 6.6876E+12  1.0404E-21   0.0   0.0
 6.6918E+12  1.0295E-21   0.0   0.0
 6.6960E+12  9.7918E-22   0.0   0.0
 6.7002E+12  9.2885E-22   0.0   0.0
 6.7044E+12  9.1836E-22   0.0   0.0
 6.7086E+12  9.1531E-22   0.0   0.0
 6.7128E+12  9.1390E-22   0.0   0.0
 6.7170E+12  9.1334E-22   0.0   0.0
 6.7211E+12  9.1420E-22   0.0   0.0
 6.7254E+12  9.1775E-22   0.0   0.0
 6.7296E+12  9.3499E-22   0.0   0.0
 6.7338E+12  9.5230E-22   0.0   0.0
 6.7380E+12  9.5609E-22   0.0   0.0
 6.7422E+12  9.5783E-22   0.0   0.0
 6.7464E+12  9.6161E-22   0.0   0.0
 6.7506E+12  9.6507E-22   0.0   0.0
 6.7548E+12  9.6528E-22   0.0   0.0
 6.7591E+12  9.6359E-22   0.0   0.0
 6.7633E+12  9.5457E-22   0.0   0.0
 6.7675E+12  9.4548E-22   0.0   0.0
 6.7717E+12  9.4358E-22   0.0   0.0
 6.7760E+12  9.4302E-22   0.0   0.0
 6.7802E+12  9.4271E-22   0.0   0.0
 6.7845E+12  9.4256E-22   0.0   0.0
 6.7887E+12  9.4269E-22   0.0   0.0
 6.7930E+12  9.4329E-22   0.0   0.0
 6.7972E+12  9.4617E-22   0.0   0.0
 6.8014E+12  9.4905E-22   0.0   0.0
 6.8057E+12  9.4960E-22   0.0   0.0
 6.8099E+12  9.4958E-22   0.0   0.0
 6.8142E+12  9.4867E-22   0.0   0.0
 6.8185E+12  9.4757E-22   0.0   0.0
 6.8227E+12  9.4669E-22   0.0   0.0
 6.8270E+12  9.4418E-22   0.0   0.0
 6.8313E+12  9.3232E-22   0.0   0.0
 6.8355E+12  9.2043E-22   0.0   0.0
 6.8398E+12  9.1781E-22   0.0   0.0
 6.8441E+12  9.1658E-22   0.0   0.0
 6.8484E+12  9.1374E-22   0.0   0.0
 6.8526E+12  9.1101E-22   0.0   0.0
 6.8569E+12  9.1025E-22   0.0   0.0
 6.8612E+12  9.0934E-22   0.0   0.0
 6.8655E+12  9.0566E-22   0.0   0.0
 6.8698E+12  9.0191E-22   0.0   0.0
 6.8741E+12  9.0073E-22   0.0   0.0
 6.8784E+12  8.9902E-22   0.0   0.0
 6.8827E+12  8.9181E-22   0.0   0.0
 6.8870E+12  8.8481E-22   0.0   0.0
 6.8913E+12  8.8412E-22   0.0   0.0
 6.8956E+12  8.8658E-22   0.0   0.0
 6.8999E+12  9.0037E-22   0.0   0.0
 6.9042E+12  9.1462E-22   0.0   0.0
 6.9085E+12  9.1910E-22   0.0   0.0
 6.9129E+12  9.2563E-22   0.0   0.0
 6.9172E+12  9.5335E-22   0.0   0.0
 6.9215E+12  9.8087E-22   0.0   0.0
 6.9258E+12  9.8634E-22   0.0   0.0
 6.9302E+12  9.8704E-22   0.0   0.0
 6.9345E+12  9.8314E-22   0.0   0.0
 6.9388E+12  9.7880E-22   0.0   0.0
 6.9432E+12  9.7750E-22   0.0   0.0
 6.9475E+12  9.7580E-22   0.0   0.0
 6.9519E+12  9.6879E-22   0.0   0.0
 6.9562E+12  9.6182E-22   0.0   0.0
 6.9606E+12  9.6041E-22   0.0   0.0
 6.9649E+12  9.6015E-22   0.0   0.0
 6.9693E+12  9.6071E-22   0.0   0.0
 6.9736E+12  9.6127E-22   0.0   0.0
 6.9780E+12  9.6103E-22   0.0   0.0
 6.9824E+12  9.5970E-22   0.0   0.0
 6.9867E+12  9.5312E-22   0.0   0.0
 6.9911E+12  9.4653E-22   0.0   0.0
 6.9954E+12  9.4519E-22   0.0   0.0
 6.9998E+12  9.4493E-22   0.0   0.0
 7.0042E+12  9.4541E-22   0.0   0.0
 7.0086E+12  9.4613E-22   0.0   0.0
 7.0130E+12  9.4692E-22   0.0   0.0
 7.0173E+12  9.4932E-22   0.0   0.0
 7.0217E+12  9.6075E-22   0.0   0.0
 7.0261E+12  9.7234E-22   0.0   0.0
 7.0305E+12  9.7537E-22   0.0   0.0
 7.0349E+12  9.7839E-22   0.0   0.0
 7.0393E+12  9.8994E-22   0.0   0.0
 7.0437E+12  1.0015E-21   0.0   0.0
 7.0481E+12  1.0043E-21   0.0   0.0
 7.0525E+12  1.0068E-21   0.0   0.0
 7.0569E+12  1.0155E-21   0.0   0.0
 7.0613E+12  1.0241E-21   0.0   0.0
 7.0658E+12  1.0257E-21   0.0   0.0
 7.0702E+12  1.0257E-21   0.0   0.0
 7.0746E+12  1.0233E-21   0.0   0.0
 7.0790E+12  1.0208E-21   0.0   0.0
 7.0834E+12  1.0200E-21   0.0   0.0
 7.0879E+12  1.0192E-21   0.0   0.0
 7.0923E+12  1.0158E-21   0.0   0.0
 7.0967E+12  1.0122E-21   0.0   0.0
 7.1012E+12  1.0109E-21   0.0   0.0
 7.1056E+12  1.0084E-21   0.0   0.0
 7.1101E+12  9.9755E-22   0.0   0.0
 7.1145E+12  9.8654E-22   0.0   0.0
 7.1189E+12  9.8372E-22   0.0   0.0
 7.1234E+12  9.8106E-22   0.0   0.0
 7.1278E+12  9.7111E-22   0.0   0.0
 7.1323E+12  9.6130E-22   0.0   0.0
